layer,label_idx,label,family,prec,recall,f1,mcc,bal_acc
0,252,left-of bbq_sauce_1 butter_1,left-of,0.0,0.0,0.0,0.0,0.5
0,253,left-of bbq_sauce_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.0,0.5
0,254,left-of bbq_sauce_1 cream_cheese_1,left-of,0.4728553667633651,1.0,0.6420934158694429,0.0,0.5
0,255,left-of bbq_sauce_1 ketchup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,257,left-of bbq_sauce_1 orange_juice_1,left-of,0.0,0.0,0.0,0.0,0.5
0,258,left-of bbq_sauce_1 salad_dressing_1,left-of,0.46695048173874076,1.0,0.6366274629601344,0.0,0.5
0,259,left-of bbq_sauce_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.0,0.5
0,260,left-of butter_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,261,left-of butter_1 basket_1,left-of,0.9517556380245504,1.0,0.9752815562381162,0.0,0.5
0,262,left-of butter_1 bbq_sauce_1,left-of,0.0,0.0,0.0,0.0,0.5
0,263,left-of butter_1 chocolate_pudding_1,left-of,0.5037777236168657,1.0,0.6700162074554294,0.0,0.5
0,264,left-of butter_1 cream_cheese_1,left-of,0.7014661274014156,1.0,0.8245431585202793,0.0,0.5
0,265,left-of butter_1 ketchup_1,left-of,0.7423224568138196,1.0,0.8521068576149821,0.0,0.5
0,266,left-of butter_1 milk_1,left-of,0.0,0.0,0.0,0.0,0.5
0,267,left-of butter_1 orange_juice_1,left-of,0.0,0.0,0.0,0.0,0.5
0,268,left-of butter_1 salad_dressing_1,left-of,0.39974565493853326,1.0,0.5711689884918232,0.0,0.5
0,269,left-of butter_1 tomato_sauce_1,left-of,0.5635823849579417,1.0,0.720886075949367,0.0,0.5
0,270,left-of chocolate_pudding_1 alphabet_soup_1,left-of,0.7692307692307693,1.0,0.8695652173913043,0.0,0.5
0,271,left-of chocolate_pudding_1 basket_1,left-of,0.9460043196544277,1.0,0.9722530521642619,0.0,0.5
0,272,left-of chocolate_pudding_1 bbq_sauce_1,left-of,0.563271320685209,1.0,0.7206315541416284,0.0,0.5
0,273,left-of chocolate_pudding_1 butter_1,left-of,0.0,0.0,0.0,0.0,0.5
0,274,left-of chocolate_pudding_1 cream_cheese_1,left-of,0.5470967741935484,1.0,0.707256046705588,0.0,0.5
0,275,left-of chocolate_pudding_1 ketchup_1,left-of,0.5534393905444768,1.0,0.7125342564546372,0.0,0.5
0,276,left-of chocolate_pudding_1 milk_1,left-of,0.0,0.0,0.0,0.0,0.5
0,277,left-of chocolate_pudding_1 orange_juice_1,left-of,0.5975047984644913,1.0,0.7480475789979575,0.0,0.5
0,278,left-of chocolate_pudding_1 salad_dressing_1,left-of,0.0,0.0,0.0,0.0,0.5
0,279,left-of chocolate_pudding_1 tomato_sauce_1,left-of,0.8113924050632911,1.0,0.8958770090845563,0.0,0.5
0,280,left-of cream_cheese_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,281,left-of cream_cheese_1 basket_1,left-of,0.9650330396475771,1.0,0.9822054084349167,0.0,0.5
0,282,left-of cream_cheese_1 bbq_sauce_1,left-of,0.0,0.0,0.0,0.0,0.5
0,283,left-of cream_cheese_1 butter_1,left-of,0.0,0.0,0.0,0.0,0.5
0,285,left-of cream_cheese_1 ketchup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,286,left-of cream_cheese_1 milk_1,left-of,0.0,0.0,0.0,0.0,0.5
0,287,left-of cream_cheese_1 orange_juice_1,left-of,0.0,0.0,0.0,0.0,0.5
0,288,left-of cream_cheese_1 salad_dressing_1,left-of,0.0,0.0,0.0,0.0,0.5
0,289,left-of cream_cheese_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.0,0.5
