layer,label_idx,label,family,prec,recall,f1,auprc,mcc,bal_acc
0,41,behind chocolate_pudding_1 basket_1,behind,0.5988892317186054,1.0,0.7491316094172135,0.5988892317186054,0.0,0.5
0,42,behind chocolate_pudding_1 bbq_sauce_1,behind,0.6181617240744152,1.0,0.7640295959021058,0.6181617240744152,0.0,0.5
0,43,behind chocolate_pudding_1 butter_1,behind,0.0,0.0,0.0,0.2326147113873359,0.0,0.5
0,44,behind chocolate_pudding_1 cream_cheese_1,behind,0.0,0.0,0.0,0.4529032258064516,0.0,0.5
0,45,behind chocolate_pudding_1 ketchup_1,behind,0.45933228769885726,1.0,0.6295102103485337,0.45933228769885726,0.0,0.5
0,46,behind chocolate_pudding_1 milk_1,behind,0.516097077761268,1.0,0.6808232603724274,0.516097077761268,0.0,0.5
0,47,behind chocolate_pudding_1 orange_juice_1,behind,0.5583493282149712,1.0,0.7165907131420126,0.5421924467775749,0.0,0.5
0,48,behind chocolate_pudding_1 salad_dressing_1,behind,0.7161348585189645,1.0,0.8345904227328539,0.7161348585189645,0.0,0.5
0,49,behind chocolate_pudding_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.2856402133813643,0.0,0.5
0,50,behind cream_cheese_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.32708997860717715,0.0,0.5
0,51,behind cream_cheese_1 basket_1,behind,0.0,0.0,0.0,0.3552390677089534,0.0,0.5
0,52,behind cream_cheese_1 bbq_sauce_1,behind,0.0,0.0,0.0,0.5271446332366349,0.0,0.5
0,53,behind cream_cheese_1 butter_1,behind,0.45096056622851366,1.0,0.621602787456446,0.45096056622851366,0.0,0.5
0,54,behind cream_cheese_1 chocolate_pudding_1,behind,0.5470967741935484,1.0,0.707256046705588,0.5470967741935484,0.0,0.5
0,56,behind cream_cheese_1 milk_1,behind,0.0,0.0,0.0,0.20483346861393326,0.0,0.5
0,57,behind cream_cheese_1 orange_juice_1,behind,0.0,0.0,0.0,0.4845835250805338,0.0,0.5
0,58,behind cream_cheese_1 salad_dressing_1,behind,0.0,0.0,0.0,0.5690093141405589,0.0,0.5
0,59,behind cream_cheese_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.3224675982115043,0.0,0.5
0,60,behind ketchup_1 alphabet_soup_1,behind,0.546545866364666,1.0,0.7067955477445811,0.546545866364666,0.0,0.5
0,61,behind ketchup_1 basket_1,behind,0.6244037544237575,1.0,0.7687790091882164,0.5876698725144813,0.0,0.5
0,62,behind ketchup_1 bbq_sauce_1,behind,0.6204496788008566,1.0,0.7657746944169145,0.6204496788008566,0.0,0.5
0,63,behind ketchup_1 butter_1,behind,0.5475047984644914,1.0,0.7075968992248062,0.5475047984644914,0.0,0.5
0,64,behind ketchup_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.25565762939726644,0.0,0.5
0,65,behind ketchup_1 cream_cheese_1,behind,0.6154776299879081,1.0,0.7619760479041916,0.6154776299879081,0.0,0.5
0,66,behind ketchup_1 milk_1,behind,0.0,0.0,0.0,0.4395874263261297,0.0,0.5
0,68,behind ketchup_1 salad_dressing_1,behind,0.0,0.0,0.0,0.40444195595371407,0.0,0.5
0,69,behind ketchup_1 tomato_sauce_1,behind,0.5604125736738703,1.0,0.718287692791942,0.5604125736738703,0.0,0.5
0,70,behind milk_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.2310184247823446,0.0,0.5
0,71,behind milk_1 basket_1,behind,0.6172750790457028,1.0,0.7633519950235492,0.6001995269635093,0.0,0.5
0,72,behind milk_1 bbq_sauce_1,behind,0.5415282392026578,1.0,0.7025862068965517,0.5415282392026578,0.0,0.5
0,73,behind milk_1 butter_1,behind,0.5160503860219423,1.0,0.6807826320021442,0.6285680609240514,0.0,0.5
0,74,behind milk_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.4784546805349183,0.0,0.5
0,75,behind milk_1 cream_cheese_1,behind,0.594626168224299,1.0,0.7457875457875458,0.594626168224299,0.0,0.5
0,76,behind milk_1 ketchup_1,behind,0.5604125736738703,1.0,0.718287692791942,0.5604125736738703,0.0,0.5
0,77,behind milk_1 orange_juice_1,behind,0.5758699372504278,1.0,0.7308597285067874,0.9411805757454779,0.0,0.5
0,79,behind milk_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.42169503180333506,0.0,0.5
0,80,behind orange_juice_1 alphabet_soup_1,behind,0.5732459521973786,1.0,0.7287429551580495,0.5732459521973786,0.0,0.5
0,81,behind orange_juice_1 basket_1,behind,0.0,0.0,0.0,0.3924145139614753,0.0,0.5
0,82,behind orange_juice_1 bbq_sauce_1,behind,0.0,0.0,0.0,0.5013230695212894,0.0,0.5
0,83,behind orange_juice_1 butter_1,behind,0.0,0.0,0.0,0.37602862254025043,0.0,0.5
0,84,behind orange_juice_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.23144016227180528,0.0,0.5
0,85,behind orange_juice_1 cream_cheese_1,behind,0.5854330708661417,1.0,0.7385150235907624,0.7470436698102717,0.0,0.5
0,86,behind orange_juice_1 ketchup_1,behind,0.6424318395487308,1.0,0.7822934554474337,0.6856329833270235,0.0,0.5
0,88,behind orange_juice_1 salad_dressing_1,behind,0.54,1.0,0.7012987012987013,0.54,0.0,0.5
0,89,behind orange_juice_1 tomato_sauce_1,behind,0.565526145900581,1.0,0.7224742268041238,0.565526145900581,0.0,0.5
0,90,behind salad_dressing_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.40953524266849595,0.0,0.5
0,91,behind salad_dressing_1 basket_1,behind,0.0,0.0,0.0,0.3574829480455253,0.0,0.5
0,92,behind salad_dressing_1 bbq_sauce_1,behind,0.46695048173874076,1.0,0.6366274629601344,0.46695048173874076,0.0,0.5
0,93,behind salad_dressing_1 butter_1,behind,0.39974565493853326,1.0,0.5711689884918232,0.39974565493853326,0.0,0.5
0,95,behind salad_dressing_1 cream_cheese_1,behind,0.0,0.0,0.0,0.32195863285886356,0.0,0.5
0,96,behind salad_dressing_1 ketchup_1,behind,0.0,0.0,0.0,0.29613368647067245,0.0,0.5
0,97,behind salad_dressing_1 milk_1,behind,0.0,0.0,0.0,0.8584750480654079,0.0,0.5
0,98,behind salad_dressing_1 orange_juice_1,behind,0.0,0.0,0.0,0.46,0.0,0.5
0,99,behind salad_dressing_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.6127217654694938,0.0,0.5
0,100,behind tomato_sauce_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.6084296397008837,0.0,0.5
0,101,behind tomato_sauce_1 basket_1,behind,0.0,0.0,0.0,0.2576912044280939,0.0,0.5
0,102,behind tomato_sauce_1 bbq_sauce_1,behind,0.5415282392026578,1.0,0.7025862068965517,0.4577722093447872,0.0,0.5
0,103,behind tomato_sauce_1 butter_1,behind,0.0,0.0,0.0,0.4181098466105888,0.0,0.5
0,104,behind tomato_sauce_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.27584781608835635,0.0,0.5
0,105,behind tomato_sauce_1 cream_cheese_1,behind,0.0,0.0,0.0,0.401566687280973,0.0,0.5
0,106,behind tomato_sauce_1 ketchup_1,behind,0.0,0.0,0.0,0.4395874263261297,0.0,0.5
0,107,behind tomato_sauce_1 milk_1,behind,0.0,0.0,0.0,0.4105919003115265,0.0,0.5
0,108,behind tomato_sauce_1 orange_juice_1,behind,0.0,0.0,0.0,0.3486120077469335,0.0,0.5
0,109,behind tomato_sauce_1 salad_dressing_1,behind,0.38727823453050625,1.0,0.5583281347473488,0.38727823453050625,0.0,0.5
0,110,in-front-of alphabet_soup_1 basket_1,in-front-of,0.0,0.0,0.0,0.33861710849959004,0.0,0.5
0,111,in-front-of alphabet_soup_1 bbq_sauce_1,in-front-of,0.6855113636363637,1.0,0.8134164840721388,0.6855113636363637,0.0,0.5
0,112,in-front-of alphabet_soup_1 butter_1,in-front-of,0.0,0.0,0.0,0.4526527204469952,0.0,0.5
0,113,in-front-of alphabet_soup_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.5346784363177806,0.0,0.5
0,114,in-front-of alphabet_soup_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.32390457009983364,0.0,0.5
0,115,in-front-of alphabet_soup_1 ketchup_1,in-front-of,0.546545866364666,1.0,0.7067955477445811,0.546545866364666,0.0,0.5
0,116,in-front-of alphabet_soup_1 milk_1,in-front-of,0.0,0.0,0.0,0.2310184247823446,0.0,0.5
0,117,in-front-of alphabet_soup_1 orange_juice_1,in-front-of,0.5732459521973786,1.0,0.7287429551580495,0.5732459521973786,0.0,0.5
0,118,in-front-of alphabet_soup_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.40953524266849595,0.0,0.5
0,119,in-front-of alphabet_soup_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.9019744560823338,0.0,0.5
0,120,in-front-of basket_1 alphabet_soup_1,in-front-of,0.5926482645531566,1.0,0.7442299442299443,0.5926482645531566,0.0,0.5
0,121,in-front-of basket_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.31552511415525114,0.0,0.5
0,122,in-front-of basket_1 butter_1,in-front-of,0.5663716814159292,1.0,0.7231638418079096,0.5663716814159292,0.0,0.5
0,123,in-front-of basket_1 chocolate_pudding_1,in-front-of,0.5988892317186054,1.0,0.7491316094172135,0.5988892317186054,0.0,0.5
0,124,in-front-of basket_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.3700440528634361,0.0,0.5
0,125,in-front-of basket_1 ketchup_1,in-front-of,0.6244037544237575,1.0,0.7687790091882164,0.6244037544237575,0.0,0.5
0,126,in-front-of basket_1 milk_1,in-front-of,0.6172750790457028,1.0,0.7633519950235492,0.6824140586074237,0.0,0.5
0,127,in-front-of basket_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.3924145139614753,0.0,0.5
0,128,in-front-of basket_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.33633855351228054,0.0,0.5
0,129,in-front-of basket_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.27996550732969244,0.0,0.5
0,130,in-front-of bbq_sauce_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.4130597014925373,0.0,0.5
0,131,in-front-of bbq_sauce_1 basket_1,in-front-of,0.6275494672754947,1.0,0.7711587019545497,0.6275494672754947,0.0,0.5
0,132,in-front-of bbq_sauce_1 butter_1,in-front-of,0.6832786885245902,1.0,0.8118426178418388,0.6832786885245902,0.0,0.5
0,133,in-front-of bbq_sauce_1 chocolate_pudding_1,in-front-of,0.6181617240744152,1.0,0.7640295959021058,0.6181617240744152,0.0,0.5
0,134,in-front-of bbq_sauce_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.5271446332366349,0.0,0.5
0,135,in-front-of bbq_sauce_1 ketchup_1,in-front-of,0.6204496788008566,1.0,0.7657746944169145,0.6204496788008566,0.0,0.5
0,136,in-front-of bbq_sauce_1 milk_1,in-front-of,0.5415282392026578,1.0,0.7025862068965517,0.5415282392026578,0.0,0.5
0,137,in-front-of bbq_sauce_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.5013230695212894,0.0,0.5
0,138,in-front-of bbq_sauce_1 salad_dressing_1,in-front-of,0.46695048173874076,1.0,0.6366274629601344,0.46695048173874076,0.0,0.5
0,139,in-front-of bbq_sauce_1 tomato_sauce_1,in-front-of,0.5415282392026578,1.0,0.7025862068965517,0.5415282392026578,0.0,0.5
0,140,in-front-of butter_1 alphabet_soup_1,in-front-of,0.5122287289011368,1.0,0.6774487471526196,0.5122287289011368,0.0,0.5
0,141,in-front-of butter_1 basket_1,in-front-of,0.0,0.0,0.0,0.36668569797316586,0.0,0.5
0,142,in-front-of butter_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.31672131147540983,0.0,0.5
0,143,in-front-of butter_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.278318951379353,0.0,0.5
0,144,in-front-of butter_1 cream_cheese_1,in-front-of,0.45096056622851366,1.0,0.621602787456446,0.45096056622851366,0.0,0.5
0,145,in-front-of butter_1 ketchup_1,in-front-of,0.5475047984644914,1.0,0.7075968992248062,0.5475047984644914,0.0,0.5
0,146,in-front-of butter_1 milk_1,in-front-of,0.5160503860219423,1.0,0.6807826320021442,0.5160503860219423,0.0,0.5
0,147,in-front-of butter_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.43831824135271813,0.0,0.5
0,148,in-front-of butter_1 salad_dressing_1,in-front-of,0.39974565493853326,1.0,0.5711689884918232,0.39974565493853326,0.0,0.5
0,149,in-front-of butter_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.4181098466105888,0.0,0.5
0,150,in-front-of chocolate_pudding_1 alphabet_soup_1,in-front-of,0.46532156368221944,1.0,0.6351118760757315,0.46532156368221944,0.0,0.5
0,151,in-front-of chocolate_pudding_1 basket_1,in-front-of,0.0,0.0,0.0,0.3250539956803456,0.0,0.5
0,152,in-front-of chocolate_pudding_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.2969239270583901,0.0,0.5
0,153,in-front-of chocolate_pudding_1 butter_1,in-front-of,0.0,0.0,0.0,0.5135266877894223,0.0,0.5
0,154,in-front-of chocolate_pudding_1 cream_cheese_1,in-front-of,0.5470967741935484,1.0,0.707256046705588,0.5470967741935484,0.0,0.5
0,155,in-front-of chocolate_pudding_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.29233922623622854,0.0,0.5
0,156,in-front-of chocolate_pudding_1 milk_1,in-front-of,0.0,0.0,0.0,0.4784546805349183,0.0,0.5
0,157,in-front-of chocolate_pudding_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.33637010950737356,0.0,0.5
0,159,in-front-of chocolate_pudding_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.2720792773320849,0.0,0.5
0,160,in-front-of cream_cheese_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.3912651384606359,0.0,0.5
0,161,in-front-of cream_cheese_1 basket_1,in-front-of,0.0,0.0,0.0,0.4209801762114537,0.0,0.5
0,162,in-front-of cream_cheese_1 bbq_sauce_1,in-front-of,0.4728553667633651,1.0,0.6420934158694429,0.4728553667633651,0.0,0.5
0,163,in-front-of cream_cheese_1 butter_1,in-front-of,0.0,0.0,0.0,0.13169868554095046,0.0,0.5
0,164,in-front-of cream_cheese_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.4529032258064516,0.0,0.5
0,165,in-front-of cream_cheese_1 ketchup_1,in-front-of,0.6154776299879081,1.0,0.7619760479041916,0.6154776299879081,0.0,0.5
0,166,in-front-of cream_cheese_1 milk_1,in-front-of,0.594626168224299,1.0,0.7457875457875458,0.594626168224299,0.0,0.5
0,167,in-front-of cream_cheese_1 orange_juice_1,in-front-of,0.5854330708661417,1.0,0.7385150235907624,0.5854330708661417,0.0,0.5
0,168,in-front-of cream_cheese_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.34398814563928876,0.0,0.5
0,169,in-front-of cream_cheese_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.4080453296550616,0.0,0.5
0,170,in-front-of ketchup_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.22127113079525162,0.0,0.5
0,171,in-front-of ketchup_1 basket_1,in-front-of,0.0,0.0,0.0,0.31635636251731036,0.0,0.5
0,172,in-front-of ketchup_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.36581013561741615,0.0,0.5
0,173,in-front-of ketchup_1 butter_1,in-front-of,0.0,0.0,0.0,0.45249520153550865,0.0,0.5
0,174,in-front-of ketchup_1 chocolate_pudding_1,in-front-of,0.45933228769885726,1.0,0.6295102103485337,0.45933228769885726,0.0,0.5
0,176,in-front-of ketchup_1 milk_1,in-front-of,0.5604125736738703,1.0,0.718287692791942,0.5604125736738703,0.0,0.5
0,177,in-front-of ketchup_1 orange_juice_1,in-front-of,0.6424318395487308,1.0,0.7822934554474337,0.6424318395487308,0.0,0.5
0,178,in-front-of ketchup_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.2512584726229909,0.0,0.5
0,179,in-front-of ketchup_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.4395874263261297,0.0,0.5
0,180,in-front-of milk_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.39191950468824405,0.0,0.5
0,181,in-front-of milk_1 basket_1,in-front-of,0.0,0.0,0.0,0.3317027983675469,0.0,0.5
0,182,in-front-of milk_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.4584717607973422,0.0,0.5
0,183,in-front-of milk_1 butter_1,in-front-of,0.0,0.0,0.0,0.3676967021552843,0.0,0.5
0,184,in-front-of milk_1 chocolate_pudding_1,in-front-of,0.516097077761268,1.0,0.6808232603724274,0.516097077761268,0.0,0.5
0,185,in-front-of milk_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.2363150867823765,0.0,0.5
0,186,in-front-of milk_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.4395874263261297,0.0,0.5
0,188,in-front-of milk_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.28983160621761656,0.0,0.5
0,189,in-front-of milk_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.36846519429689684,0.0,0.5
0,190,in-front-of orange_juice_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.42675404780262144,0.0,0.5
0,191,in-front-of orange_juice_1 basket_1,in-front-of,0.0,0.0,0.0,0.3374491956369794,0.0,0.5
0,192,in-front-of orange_juice_1 bbq_sauce_1,in-front-of,0.4986769304787106,1.0,0.6654895666131622,0.4986769304787106,0.0,0.5
0,193,in-front-of orange_juice_1 butter_1,in-front-of,0.5298747763864043,1.0,0.6927034611786717,0.5298747763864043,0.0,0.5
0,194,in-front-of orange_juice_1 chocolate_pudding_1,in-front-of,0.5583493282149712,1.0,0.7165907131420126,0.6425339065191883,0.0,0.5
0,195,in-front-of orange_juice_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.4145669291338583,0.0,0.5
0,197,in-front-of orange_juice_1 milk_1,in-front-of,0.5758699372504278,1.0,0.7308597285067874,0.5758699372504278,0.0,0.5
0,198,in-front-of orange_juice_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.46,0.0,0.5
0,199,in-front-of orange_juice_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.3486120077469335,0.0,0.5
0,200,in-front-of salad_dressing_1 alphabet_soup_1,in-front-of,0.5285542788543989,1.0,0.6915741052395378,0.5285542788543989,0.0,0.5
0,201,in-front-of salad_dressing_1 basket_1,in-front-of,0.0,0.0,0.0,0.4267788603483909,0.0,0.5
0,202,in-front-of salad_dressing_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.5278960340578086,0.0,0.5
0,203,in-front-of salad_dressing_1 butter_1,in-front-of,0.0,0.0,0.0,0.6002543450614667,0.0,0.5
0,204,in-front-of salad_dressing_1 chocolate_pudding_1,in-front-of,0.7161348585189645,1.0,0.8345904227328539,0.7161348585189645,0.0,0.5
0,205,in-front-of salad_dressing_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.5690093141405589,0.0,0.5
0,206,in-front-of salad_dressing_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.5253374724197525,0.0,0.5
0,208,in-front-of salad_dressing_1 orange_juice_1,in-front-of,0.54,1.0,0.7012987012987013,0.54,0.0,0.5
0,209,in-front-of salad_dressing_1 tomato_sauce_1,in-front-of,0.38727823453050625,1.0,0.5583281347473488,0.38727823453050625,0.0,0.5
0,210,in-front-of tomato_sauce_1 alphabet_soup_1,in-front-of,0.7643496577145866,1.0,0.8664378450977466,0.7643496577145866,0.0,0.5
0,211,in-front-of tomato_sauce_1 basket_1,in-front-of,0.0,0.0,0.0,0.47757976430008625,0.0,0.5
0,212,in-front-of tomato_sauce_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.4584717607973422,0.0,0.5
0,213,in-front-of tomato_sauce_1 butter_1,in-front-of,0.5528616196602342,1.0,0.7120552310143389,0.5528616196602342,0.0,0.5
0,214,in-front-of tomato_sauce_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.2856402133813643,0.0,0.5
0,215,in-front-of tomato_sauce_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.35745476230089845,0.0,0.5
0,216,in-front-of tomato_sauce_1 ketchup_1,in-front-of,0.5604125736738703,1.0,0.718287692791942,0.5604125736738703,0.0,0.5
0,217,in-front-of tomato_sauce_1 milk_1,in-front-of,0.0,0.0,0.0,0.42169503180333506,0.0,0.5
0,218,in-front-of tomato_sauce_1 orange_juice_1,in-front-of,0.565526145900581,1.0,0.7224742268041238,0.565526145900581,0.0,0.5
0,219,in-front-of tomato_sauce_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.6127217654694938,0.0,0.5
0,220,inside alphabet_soup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.03771190710788998,0.0,0.5
0,221,inside bbq_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.02115765200487906,0.0,0.5
0,222,inside butter_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.019559611943193098,0.0,0.5
0,223,inside chocolate_pudding_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0287765463313494,0.0,0.5
0,225,inside ketchup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.025272711738108834,0.0,0.5
0,226,inside milk_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.059522201842031906,0.0,0.5
0,227,inside orange_juice_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.05717394158945112,0.0,0.5
0,228,inside salad_dressing_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.08631320866433316,0.0,0.5
0,229,inside tomato_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.028131722654310774,0.0,0.5
0,230,left-of alphabet_soup_1 basket_1,left-of,0.9297622301175185,1.0,0.9636028891091913,0.9432281342156057,0.0,0.5
0,231,left-of alphabet_soup_1 bbq_sauce_1,left-of,0.7136363636363636,1.0,0.8328912466843501,0.7136363636363636,0.0,0.5
0,232,left-of alphabet_soup_1 butter_1,left-of,0.7667929727867723,1.0,0.8680054591538312,0.7667929727867723,0.0,0.5
0,233,left-of alphabet_soup_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.1764832598844673,0.0,0.5
0,234,left-of alphabet_soup_1 cream_cheese_1,left-of,0.5520850104653034,1.0,0.7114107883817428,0.5520850104653034,0.0,0.5
0,235,left-of alphabet_soup_1 ketchup_1,left-of,0.0,0.0,0.0,0.11944055944055944,0.0,0.5
0,236,left-of alphabet_soup_1 milk_1,left-of,0.532091516501316,1.0,0.6945949517642395,0.532091516501316,0.0,0.5
0,237,left-of alphabet_soup_1 orange_juice_1,left-of,0.5732459521973786,1.0,0.7287429551580495,0.5732459521973786,0.0,0.5
0,238,left-of alphabet_soup_1 salad_dressing_1,left-of,0.5697135997256045,1.0,0.7258822244072981,0.5697135997256045,0.0,0.5
